,category,subgroup,name,importance,shap_mean_0,shap_mean_1,shap_mean_2
160,technical,trend,ppo_12_26_signal,0.0016973622841760516,-0.00043171062134206295,-0.01343563012778759,0.001815806026570499
161,technical,trend,ppo_12_26_diff_signal,0.001677577500231564,-0.01646498590707779,0.051752958446741104,0.016055960208177567
162,technical,trend,ppo_12_26_pct,0.00235093105584383,0.003083356423303485,-0.012453985400497913,0.02361236698925495
163,blockchain,picks,adractcnt_pct,0.0023490656167268753,-0.01563374511897564,0.000986169558018446,0.004460756666958332
164,blockchain,picks,txtfrcnt_pct,0.002900186227634549,-0.051690734922885895,0.005572767462581396,-0.011401274241507053
165,blockchain,picks,hashrate_pct,0.002347117755562067,-0.0011232767719775438,-0.005782083608210087,0.02150198444724083
166,blockchain,picks,isstotntv_pct,0.00043062528129667044,0.0,0.0,0.005103896837681532
167,blockchain,picks,feetotntv_pct,0.0015358886448666453,0.0021504394244402647,0.01005046721547842,-0.016136597841978073
168,blockchain,picks,earned_vs_transacted,0.001258237287402153,-0.008690417744219303,0.006401919759809971,0.06482440233230591
169,blockchain,picks,isstot1_isstot365_pct,0.0010814927518367767,0.007197492755949497,-0.00038607142050750554,-0.0013243032153695822
170,blockchain,picks,splycur_isstot1_pct,0.0005274019204080105,0.0,0.0,-0.0018554640701040626
171,blockchain,addresses,adrbal1in100kcnt,0.0019571110606193542,-0.04608732834458351,-0.004411317408084869,0.009745621122419834
172,blockchain,addresses,adrbal1in100mcnt,0.020275572314858437,-0.0028270892798900604,-1.3952241033621249e-06,0.0
173,blockchain,addresses,adrbal1in10bcnt,0.008199420757591724,0.0,0.0,-0.005279846023768187
174,blockchain,addresses,adrbal1in10kcnt,0.002168248640373349,-0.01857968419790268,-0.030905332416296005,0.08151725679636002
175,blockchain,addresses,adrbal1in10mcnt,0.004526326898485422,-0.044516727328300476,-0.00021467095939442515,0.0
176,blockchain,addresses,adrbal1in1bcnt,0.012442472390830517,-0.0188898928463459,0.01026838831603527,-0.0033125949557870626
177,blockchain,addresses,adrbal1in1kcnt,0.0035884291864931583,0.044623129069805145,-0.024099987000226974,0.008721498772501945
178,blockchain,addresses,adrbal1in1mcnt,0.00345210381783545,-0.0009641163633204997,-0.00035971860052086413,-0.006192631088197231
179,blockchain,addresses,adrbalcnt,0.0,0.0,0.0,0.0
180,blockchain,addresses,adrbalntv0_01cnt,0.0031596533954143524,0.0,0.0,0.0041107432916760445
181,blockchain,addresses,adrbalntv0_1cnt,0.0067522358149290085,-0.01355820894241333,0.0,0.0
182,blockchain,addresses,adrbalntv10cnt,0.007358699571341276,-0.0318949930369854,0.0,-0.00035872074658982456
183,blockchain,addresses,adrbalntv100cnt,0.00012505086488090456,0.0,0.007659612223505974,-0.0027601290494203568
184,blockchain,addresses,adrbalntv100kcnt,0.004348443821072578,0.00839631725102663,0.0,0.0
185,blockchain,addresses,adrbalntv10cnt,0.007358699571341276,-0.0318949930369854,0.0,-0.00035872074658982456
186,blockchain,addresses,adrbalntv10kcnt,0.0029971732292324305,-0.002232791855931282,-0.013995788060128689,-0.014027723111212254
187,blockchain,addresses,adrbalntv1cnt,0.010877152904868126,0.0,0.006707492750138044,0.0
188,blockchain,addresses,adrbalntv1kcnt,0.0031422176398336887,-0.024510161951184273,0.009441806003451347,0.0
189,blockchain,addresses,adrbalntv1mcnt,0.0,,,
190,blockchain,addresses,adrbalntv1kcnt,0.0031422176398336887,-0.024510161951184273,0.009441806003451347,0.0
191,blockchain,addresses,adrbal1in100kcnt_pct,0.0011842630337923765,0.015456159599125385,-0.006139806471765041,-0.014219972304999828
192,blockchain,addresses,adrbal1in100mcnt_pct,0.0022536495234817266,0.007302755489945412,-0.024786200374364853,-0.002627928974106908
193,blockchain,addresses,adrbal1in10bcnt_pct,0.001560546108521521,0.06012649089097977,-0.09965899586677551,-0.00424369890242815
194,blockchain,addresses,adrbal1in10kcnt_pct,0.0019225811120122671,-0.0023421156220138073,-0.018669502809643745,0.026727264747023582
195,blockchain,addresses,adrbal1in10mcnt_pct,0.0019813114777207375,0.016359763219952583,0.018207458779215813,-0.003328501246869564
196,blockchain,addresses,adrbal1in1bcnt_pct,0.0018571747932583094,-0.0006756972870789468,-0.026745807379484177,0.015645906329154968
197,blockchain,addresses,adrbal1in1kcnt_pct,0.002507938304916024,0.001522258622571826,-0.012663456611335278,0.0005804949323646724
198,blockchain,addresses,adrbal1in1mcnt_pct,0.0017840536311268806,0.07326560467481613,-0.006782407872378826,-0.02811671607196331
199,blockchain,addresses,adrbalcnt_pct,0.0009871049551293254,-0.009270437061786652,0.11389122903347015,-0.04388507828116417
200,blockchain,addresses,adrbalntv0_01cnt_pct,0.001989683136343956,-0.03744066506624222,-0.0007638721726834774,-0.006880769040435553
201,blockchain,addresses,adrbalntv0_1cnt_pct,0.0027338487561792135,-0.0077497754245996475,-0.030599845573306084,0.010034004226326942
202,blockchain,addresses,adrbalntv10cnt_pct,0.0017082864651456475,0.04854362830519676,0.004114171955734491,-0.03862747550010681
203,blockchain,addresses,adrbalntv100cnt_pct,0.0020566454622894526,-0.10745455324649811,0.08698402345180511,-0.05307064577937126
204,blockchain,addresses,adrbalntv100kcnt_pct,0.0,0.0,0.0,0.0
205,blockchain,addresses,adrbalntv10cnt_pct,0.0017082864651456475,0.04854362830519676,0.004114171955734491,-0.03862747550010681
206,blockchain,addresses,adrbalntv10kcnt_pct,0.004880169872194529,-0.002294579753652215,-0.0029637101106345654,-0.009293418377637863
207,blockchain,addresses,adrbalntv1cnt_pct,0.0024987708311527967,-0.007318974006921053,0.00237636617384851,-0.0006234896718524396
208,blockchain,addresses,adrbalntv1kcnt_pct,0.002459174022078514,-0.09533924609422684,-0.007433348800987005,-0.014333452098071575
209,blockchain,addresses,adrbalntv1mcnt_pct,0.0,,,
210,blockchain,addresses,adrbalntv1kcnt_pct,0.002459174022078514,-0.09533924609422684,-0.007433348800987005,-0.014333452098071575
211,blockchain,network_usage,blkcnt,0.0013074757298454642,0.021148759871721268,-0.014088928699493408,-0.019202711060643196
212,blockchain,network_usage,blksizemeanbyte,0.004312110599130392,0.015616429969668388,-0.009313319809734821,-0.0009622384677641094
